participantID,round,order_llm,order_human,demand,price,cost,mode,context_num
8,27,150,300,180,12,3,direct,15
8,28,150,300,188,12,3,direct,15
8,29,150,300,77,12,3,direct,15
8,30,150,300,80,12,3,direct,15
9,16,180,200,281,12,3,direct,15
9,17,160,230,260,12,3,direct,15
9,18,80,200,13,12,3,direct,15
9,19,180,200,275,12,3,direct,15
9,20,100,250,106,12,3,direct,15
9,21,140,200,155,12,3,direct,15
9,22,180,180,233,12,3,direct,15
9,23,60,200,12,12,3,direct,15
9,24,140,200,167,12,3,direct,15
9,25,130,180,146,12,3,direct,15
9,26,90,160,87,12,3,direct,15
9,27,160,130,180,12,3,direct,15
9,28,170,150,188,12,3,direct,15
9,29,75,180,77,12,3,direct,15
9,30,80,100,80,12,3,direct,15
13,16,150,150,210,12,9,direct,15
13,17,150,100,157,12,9,direct,15
13,18,150,150,172,12,9,direct,15
13,19,100,50,80,12,9,direct,15
13,20,100,250,82,12,9,direct,15
13,21,150,200,236,12,9,direct,15
13,22,50,150,2,12,9,direct,15
13,23,150,150,233,12,9,direct,15
13,24,150,100,244,12,9,direct,15
13,25,150,100,208,12,9,direct,15
13,26,50,100,9,12,9,direct,15
13,27,100,100,122,12,9,direct,15
13,28,150,50,252,12,9,direct,15
13,29,150,75,240,12,9,direct,15
13,30,100,75,107,12,9,direct,15
16,16,150,110,210,12,9,direct,15
16,17,150,75,157,12,9,direct,15
16,18,150,70,172,12,9,direct,15
16,19,140,75,80,12,9,direct,15
16,20,140,75,82,12,9,direct,15
16,21,175,88,236,12,9,direct,15
16,22,130,150,2,12,9,direct,15
16,23,175,85,233,12,9,direct,15
16,24,180,150,244,12,9,direct,15
16,25,170,170,208,12,9,direct,15
16,26,130,85,9,12,9,direct,15
16,27,140,85,122,12,9,direct,15
16,28,180,150,252,12,9,direct,15
16,29,180,150,240,12,9,direct,15
16,30,140,155,107,12,9,direct,15
17,16,200,110,210,12,9,direct,15
17,17,200,130,157,12,9,direct,15
17,18,200,144,172,12,9,direct,15
17,19,200,130,80,12,9,direct,15
17,20,200,150,82,12,9,direct,15
17,21,210,113,236,12,9,direct,15
17,22,150,147,2,12,9,direct,15
17,23,220,100,233,12,9,direct,15
17,24,230,167,244,12,9,direct,15
17,25,200,169,208,12,9,direct,15
17,26,150,240,9,12,9,direct,15
17,27,180,125,122,12,9,direct,15
17,28,250,163,252,12,9,direct,15
17,29,240,189,240,12,9,direct,15
17,30,160,210,107,12,9,direct,15
27,16,100,100,281,12,3,direct,15
27,17,100,150,260,12,3,direct,15
27,18,80,150,13,12,3,direct,15
27,19,100,200,275,12,3,direct,15
27,20,90,200,106,12,3,direct,15
27,21,90,200,155,12,3,direct,15
27,22,100,200,233,12,3,direct,15
27,23,80,200,12,12,3,direct,15
27,24,100,200,167,12,3,direct,15
27,25,90,200,146,12,3,direct,15
27,26,80,200,87,12,3,direct,15
27,27,100,200,180,12,3,direct,15
27,28,100,200,188,12,3,direct,15
27,29,80,200,77,12,3,direct,15
27,30,80,200,80,12,3,direct,15
32,16,225,50,210,12,9,direct,15
32,17,225,75,157,12,9,direct,15
32,18,225,75,172,12,9,direct,15
32,19,200,100,80,12,9,direct,15
32,20,200,100,82,12,9,direct,15
32,21,225,100,236,12,9,direct,15
32,22,200,100,2,12,9,direct,15
32,23,225,100,233,12,9,direct,15
32,24,250,100,244,12,9,direct,15
32,25,250,100,208,12,9,direct,15
32,26,200,100,9,12,9,direct,15
32,27,200,100,122,12,9,direct,15
32,28,250,100,252,12,9,direct,15
32,29,250,100,240,12,9,direct,15
32,30,200,100,107,12,9,direct,15
37,16,150,100,210,12,9,direct,15
37,17,150,115,157,12,9,direct,15
37,18,150,115,172,12,9,direct,15
37,19,150,125,80,12,9,direct,15
37,20,150,125,82,12,9,direct,15
37,21,175,100,236,12,9,direct,15
37,22,145,125,2,12,9,direct,15
37,23,175,125,233,12,9,direct,15
37,24,175,135,244,12,9,direct,15
37,25,175,140,208,12,9,direct,15
37,26,145,150,9,12,9,direct,15
37,27,150,115,122,12,9,direct,15
37,28,175,100,252,12,9,direct,15
37,29,175,100,240,12,9,direct,15
37,30,150,100,107,12,9,direct,15
41,16,225,300,281,12,3,direct,15
41,17,220,250,260,12,3,direct,15
41,18,150,100,13,12,3,direct,15
41,19,230,150,275,12,3,direct,15
41,20,160,225,106,12,3,direct,15
41,21,200,250,155,12,3,direct,15
41,22,230,190,233,12,3,direct,15
41,23,150,250,12,12,3,direct,15
41,24,170,275,167,12,3,direct,15
41,25,180,280,146,12,3,direct,15
41,26,140,300,87,12,3,direct,15
41,27,190,300,180,12,3,direct,15
41,28,200,300,188,12,3,direct,15
41,29,130,300,77,12,3,direct,15
41,30,130,300,80,12,3,direct,15
43,16,175,75,210,12,9,direct,15
43,17,175,150,157,12,9,direct,15
43,18,175,150,172,12,9,direct,15
43,19,175,150,80,12,9,direct,15
43,20,175,80,82,12,9,direct,15
43,21,175,135,236,12,9,direct,15
43,22,175,175,2,12,9,direct,15
43,23,175,80,233,12,9,direct,15
43,24,175,100,244,12,9,direct,15
43,25,175,100,208,12,9,direct,15
43,26,175,130,9,12,9,direct,15
43,27,175,200,122,12,9,direct,15
43,28,175,180,252,12,9,direct,15
43,29,175,150,240,12,9,direct,15
43,30,175,5,107,12,9,direct,15
45,16,225,75,210,12,9,direct,15
45,17,225,75,157,12,9,direct,15
45,18,225,75,172,12,9,direct,15
45,19,225,75,80,12,9,direct,15
45,20,225,75,82,12,9,direct,15
45,21,225,75,236,12,9,direct,15
45,22,225,75,2,12,9,direct,15
45,23,225,75,233,12,9,direct,15
45,24,225,75,244,12,9,direct,15
45,25,225,75,208,12,9,direct,15
45,26,225,75,9,12,9,direct,15
45,27,225,75,122,12,9,direct,15
45,28,225,75,252,12,9,direct,15
45,29,225,75,240,12,9,direct,15
45,30,225,75,107,12,9,direct,15
49,16,150,80,210,12,9,direct,15
49,17,150,80,157,12,9,direct,15
49,18,150,90,172,12,9,direct,15
49,19,150,100,80,12,9,direct,15
49,20,150,100,82,12,9,direct,15
49,21,150,100,236,12,9,direct,15
49,22,150,150,2,12,9,direct,15
49,23,150,150,233,12,9,direct,15
49,24,150,150,244,12,9,direct,15
49,25,150,150,208,12,9,direct,15
49,26,150,150,9,12,9,direct,15
49,27,150,150,122,12,9,direct,15
49,28,150,130,252,12,9,direct,15
49,29,150,140,240,12,9,direct,15
49,30,150,150,107,12,9,direct,15
58,16,150,75,210,12,9,direct,15
58,17,140,75,157,12,9,direct,15
58,18,150,90,172,12,9,direct,15
58,19,90,177,80,12,9,direct,15
58,20,100,110,82,12,9,direct,15
58,21,160,80,236,12,9,direct,15
58,22,70,200,2,12,9,direct,15
58,23,170,77,233,12,9,direct,15
58,24,180,224,244,12,9,direct,15
58,25,150,175,208,12,9,direct,15
58,26,50,90,9,12,9,direct,15
58,27,130,177,122,12,9,direct,15
58,28,200,87,252,12,9,direct,15
58,29,180,213,240,12,9,direct,15
58,30,120,215,107,12,9,direct,15
61,16,160,150,210,12,9,direct,15
61,17,160,160,157,12,9,direct,15
61,18,160,160,172,12,9,direct,15
61,19,160,160,80,12,9,direct,15
61,20,160,160,82,12,9,direct,15
61,21,160,160,236,12,9,direct,15
61,22,160,160,2,12,9,direct,15
61,23,160,150,233,12,9,direct,15
61,24,160,150,244,12,9,direct,15
61,25,160,160,208,12,9,direct,15
61,26,160,160,9,12,9,direct,15
61,27,160,160,122,12,9,direct,15
61,28,160,160,252,12,9,direct,15
61,29,160,170,240,12,9,direct,15
61,30,160,170,107,12,9,direct,15
69,16,200,100,210,12,9,direct,15
69,17,200,100,157,12,9,direct,15
69,18,200,100,172,12,9,direct,15
69,19,200,200,80,12,9,direct,15
69,20,200,150,82,12,9,direct,15
69,21,200,150,236,12,9,direct,15
69,22,200,150,2,12,9,direct,15
69,23,200,100,233,12,9,direct,15
69,24,200,100,244,12,9,direct,15
69,25,200,150,208,12,9,direct,15
69,26,200,50,9,12,9,direct,15
69,27,200,50,122,12,9,direct,15
69,28,200,150,252,12,9,direct,15
69,29,200,200,240,12,9,direct,15
69,30,200,50,107,12,9,direct,15
72,16,120,90,281,12,3,direct,15
72,17,130,70,260,12,3,direct,15
72,18,90,120,13,12,3,direct,15
72,19,140,75,275,12,3,direct,15
72,20,120,60,106,12,3,direct,15
72,21,125,80,155,12,3,direct,15
72,22,130,90,233,12,3,direct,15
72,23,85,80,12,12,3,direct,15
72,24,120,86,167,12,3,direct,15
72,25,110,90,146,12,3,direct,15
72,26,100,67,87,12,3,direct,15
72,27,130,47,180,12,3,direct,15
72,28,135,80,188,12,3,direct,15
72,29,95,90,77,12,3,direct,15
72,30,100,75,80,12,3,direct,15
73,16,150,200,281,12,3,direct,15
73,17,150,200,260,12,3,direct,15
73,18,150,250,13,12,3,direct,15
73,19,150,225,275,12,3,direct,15
73,20,150,225,106,12,3,direct,15
73,21,150,225,155,12,3,direct,15
73,22,150,225,233,12,3,direct,15
73,23,150,225,12,12,3,direct,15
73,24,150,225,167,12,3,direct,15
73,25,150,225,146,12,3,direct,15
73,26,150,225,87,12,3,direct,15
73,27,150,225,180,12,3,direct,15
73,28,150,225,188,12,3,direct,15
73,29,150,225,77,12,3,direct,15
73,30,150,225,80,12,3,direct,15
75,16,200,300,281,12,3,direct,15
75,17,200,300,260,12,3,direct,15
75,18,200,300,13,12,3,direct,15
75,19,200,300,275,12,3,direct,15
75,20,200,300,106,12,3,direct,15
75,21,200,300,155,12,3,direct,15
75,22,200,300,233,12,3,direct,15
75,23,200,300,12,12,3,direct,15
75,24,200,300,167,12,3,direct,15
75,25,200,300,146,12,3,direct,15
75,26,200,300,87,12,3,direct,15
75,27,200,300,180,12,3,direct,15
75,28,200,300,188,12,3,direct,15
75,29,200,300,77,12,3,direct,15
75,30,200,300,80,12,3,direct,15
76,16,150,50,210,12,9,direct,15
76,17,150,50,157,12,9,direct,15
76,18,150,80,172,12,9,direct,15
76,19,150,120,80,12,9,direct,15
76,20,150,80,82,12,9,direct,15
76,21,150,80,236,12,9,direct,15
76,22,150,100,2,12,9,direct,15
76,23,150,50,233,12,9,direct,15
76,24,150,80,244,12,9,direct,15
76,25,150,80,208,12,9,direct,15
76,26,150,200,9,12,9,direct,15
76,27,150,200,122,12,9,direct,15
76,28,150,100,252,12,9,direct,15
76,29,150,80,240,12,9,direct,15
76,30,150,30,107,12,9,direct,15
78,16,180,150,210,12,9,direct,15
78,17,170,150,157,12,9,direct,15
78,18,170,150,172,12,9,direct,15
78,19,170,150,80,12,9,direct,15
78,20,170,150,82,12,9,direct,15
78,21,180,140,236,12,9,direct,15
78,22,180,150,2,12,9,direct,15
78,23,180,100,233,12,9,direct,15
78,24,200,100,244,12,9,direct,15
78,25,200,120,208,12,9,direct,15
78,26,200,120,9,12,9,direct,15
78,27,180,120,122,12,9,direct,15
78,28,200,120,252,12,9,direct,15
78,29,200,120,240,12,9,direct,15
78,30,180,130,107,12,9,direct,15
79,16,100,150,281,12,3,direct,15
79,17,100,200,260,12,3,direct,15
79,18,80,250,13,12,3,direct,15
79,19,100,200,275,12,3,direct,15
79,20,100,150,106,12,3,direct,15
79,21,100,100,155,12,3,direct,15
79,22,100,150,233,12,3,direct,15
79,23,80,150,12,12,3,direct,15
79,24,100,200,167,12,3,direct,15
79,25,100,200,146,12,3,direct,15
79,26,80,100,87,12,3,direct,15
79,27,100,200,180,12,3,direct,15
79,28,100,200,188,12,3,direct,15
79,29,80,200,77,12,3,direct,15
79,30,80,250,80,12,3,direct,15
82,16,150,75,210,12,9,direct,15
82,17,150,100,157,12,9,direct,15
82,18,150,150,172,12,9,direct,15
82,19,150,150,80,12,9,direct,15
82,20,150,150,82,12,9,direct,15
82,21,150,150,236,12,9,direct,15
82,22,100,200,2,12,9,direct,15
82,23,150,200,233,12,9,direct,15
82,24,150,200,244,12,9,direct,15
82,25,150,200,208,12,9,direct,15
82,26,100,100,9,12,9,direct,15
82,27,150,100,122,12,9,direct,15
82,28,150,100,252,12,9,direct,15
82,29,150,200,240,12,9,direct,15
82,30,150,100,107,12,9,direct,15
83,16,150,300,281,12,3,direct,15
83,17,200,200,260,12,3,direct,15
83,18,100,200,13,12,3,direct,15
83,19,200,200,275,12,3,direct,15
83,20,150,175,106,12,3,direct,15
83,21,150,150,155,12,3,direct,15
83,22,200,150,233,12,3,direct,15
83,23,100,150,12,12,3,direct,15
83,24,150,150,167,12,3,direct,15
83,25,150,200,146,12,3,direct,15
83,26,100,150,87,12,3,direct,15
83,27,180,175,180,12,3,direct,15
83,28,190,200,188,12,3,direct,15
83,29,90,200,77,12,3,direct,15
83,30,100,250,80,12,3,direct,15
84,16,150,90,210,12,9,direct,15
84,17,140,100,157,12,9,direct,15
84,18,150,70,172,12,9,direct,15
84,19,120,80,80,12,9,direct,15
84,20,120,70,82,12,9,direct,15
84,21,180,60,236,12,9,direct,15
84,22,100,100,2,12,9,direct,15
84,23,180,100,233,12,9,direct,15
84,24,170,90,244,12,9,direct,15
84,25,160,40,208,12,9,direct,15
84,26,100,100,9,12,9,direct,15
84,27,140,100,122,12,9,direct,15
84,28,190,110,252,12,9,direct,15
84,29,180,200,240,12,9,direct,15
84,30,130,90,107,12,9,direct,15
85,16,200,120,210,12,9,direct,15
85,17,200,250,157,12,9,direct,15
85,18,200,150,172,12,9,direct,15
85,19,200,150,80,12,9,direct,15
85,20,200,120,82,12,9,direct,15
85,21,200,120,236,12,9,direct,15
85,22,200,120,2,12,9,direct,15
85,23,200,120,233,12,9,direct,15
85,24,200,120,244,12,9,direct,15
85,25,200,120,208,12,9,direct,15
85,26,200,120,9,12,9,direct,15
85,27,200,120,122,12,9,direct,15
85,28,200,120,252,12,9,direct,15
85,29,200,120,240,12,9,direct,15
85,30,200,120,107,12,9,direct,15
92,16,200,10,281,12,3,direct,15
92,17,200,300,260,12,3,direct,15
92,18,100,300,13,12,3,direct,15
92,19,200,300,275,12,3,direct,15
92,20,150,300,106,12,3,direct,15
92,21,170,300,155,12,3,direct,15
92,22,200,300,233,12,3,direct,15
92,23,100,300,12,12,3,direct,15
92,24,180,300,167,12,3,direct,15
92,25,160,300,146,12,3,direct,15
92,26,140,300,87,12,3,direct,15
92,27,190,300,180,12,3,direct,15
92,28,190,300,188,12,3,direct,15
92,29,120,300,77,12,3,direct,15
92,30,130,300,80,12,3,direct,15
94,16,150,200,281,12,3,direct,15
94,17,150,200,260,12,3,direct,15
94,18,125,200,13,12,3,direct,15
94,19,150,200,275,12,3,direct,15
94,20,100,200,106,12,3,direct,15
94,21,150,200,155,12,3,direct,15
94,22,150,200,233,12,3,direct,15
94,23,125,200,12,12,3,direct,15
94,24,150,200,167,12,3,direct,15
94,25,150,200,146,12,3,direct,15
94,26,100,200,87,12,3,direct,15
94,27,150,200,180,12,3,direct,15
94,28,150,200,188,12,3,direct,15
94,29,100,200,77,12,3,direct,15
94,30,100,200,80,12,3,direct,15
99,16,125,200,281,12,3,direct,15
99,17,125,200,260,12,3,direct,15
99,18,125,200,13,12,3,direct,15
99,19,125,200,275,12,3,direct,15
99,20,125,250,106,12,3,direct,15
99,21,125,200,155,12,3,direct,15
99,22,125,200,233,12,3,direct,15
99,23,125,200,12,12,3,direct,15
99,24,125,250,167,12,3,direct,15
99,25,125,250,146,12,3,direct,15
99,26,125,250,87,12,3,direct,15
99,27,125,250,180,12,3,direct,15
99,28,125,250,188,12,3,direct,15
99,29,125,250,77,12,3,direct,15
99,30,125,250,80,12,3,direct,15
103,16,150,150,281,12,3,direct,15
103,17,150,150,260,12,3,direct,15
103,18,150,150,13,12,3,direct,15
103,19,150,150,275,12,3,direct,15
103,20,150,150,106,12,3,direct,15
103,21,150,150,155,12,3,direct,15
103,22,150,150,233,12,3,direct,15
103,23,150,150,12,12,3,direct,15
103,24,150,150,167,12,3,direct,15
103,25,150,150,146,12,3,direct,15
103,26,150,150,87,12,3,direct,15
103,27,150,150,180,12,3,direct,15
103,28,150,150,188,12,3,direct,15
103,29,150,150,77,12,3,direct,15
103,30,150,150,80,12,3,direct,15
104,16,76,226,281,12,3,direct,15
104,17,76,226,260,12,3,direct,15
104,18,76,226,13,12,3,direct,15
104,19,76,226,275,12,3,direct,15
104,20,76,226,106,12,3,direct,15
104,21,76,226,155,12,3,direct,15
104,22,76,226,233,12,3,direct,15
104,23,76,226,12,12,3,direct,15
104,24,76,226,167,12,3,direct,15
104,25,76,226,146,12,3,direct,15
104,26,76,226,87,12,3,direct,15
104,27,76,226,180,12,3,direct,15
104,28,76,226,188,12,3,direct,15
104,29,76,226,77,12,3,direct,15
104,30,76,226,80,12,3,direct,15
105,16,190,250,281,12,3,direct,15
105,17,190,260,260,12,3,direct,15
105,18,140,190,13,12,3,direct,15
105,19,190,190,275,12,3,direct,15
105,20,170,250,106,12,3,direct,15
105,21,190,250,155,12,3,direct,15
105,22,190,250,233,12,3,direct,15
105,23,140,190,12,12,3,direct,15
105,24,170,250,167,12,3,direct,15
105,25,170,250,146,12,3,direct,15
105,26,140,270,87,12,3,direct,15
105,27,190,250,180,12,3,direct,15
105,28,190,250,188,12,3,direct,15
105,29,140,220,77,12,3,direct,15
105,30,140,250,80,12,3,direct,15
108,16,225,100,210,12,9,direct,15
108,17,225,100,157,12,9,direct,15
108,18,225,120,172,12,9,direct,15
108,19,225,120,80,12,9,direct,15
108,20,225,120,82,12,9,direct,15
108,21,225,100,236,12,9,direct,15
108,22,225,120,2,12,9,direct,15
108,23,225,120,233,12,9,direct,15
108,24,225,125,244,12,9,direct,15
108,25,225,125,208,12,9,direct,15
108,26,225,125,9,12,9,direct,15
108,27,225,150,122,12,9,direct,15
108,28,225,125,252,12,9,direct,15
108,29,225,125,240,12,9,direct,15
108,30,225,125,107,12,9,direct,15
110,16,200,150,210,12,9,direct,15
110,17,190,200,157,12,9,direct,15
110,18,180,100,172,12,9,direct,15
110,19,160,100,80,12,9,direct,15
110,20,160,240,82,12,9,direct,15
110,21,220,200,236,12,9,direct,15
110,22,50,150,2,12,9,direct,15
110,23,230,50,233,12,9,direct,15
110,24,240,210,244,12,9,direct,15
110,25,210,170,208,12,9,direct,15
110,26,100,120,9,12,9,direct,15
110,27,130,120,122,12,9,direct,15
110,28,250,219,252,12,9,direct,15
110,29,240,230,240,12,9,direct,15
110,30,120,40,107,12,9,direct,15
114,16,180,200,281,12,3,direct,15
114,17,200,225,260,12,3,direct,15
114,18,100,225,13,12,3,direct,15
114,19,180,250,275,12,3,direct,15
114,20,150,250,106,12,3,direct,15
114,21,155,100,155,12,3,direct,15
114,22,180,150,233,12,3,direct,15
114,23,100,200,12,12,3,direct,15
114,24,155,100,167,12,3,direct,15
114,25,160,100,146,12,3,direct,15
114,26,130,140,87,12,3,direct,15
114,27,175,150,180,12,3,direct,15
114,28,180,150,188,12,3,direct,15
114,29,80,200,77,12,3,direct,15
114,30,80,100,80,12,3,direct,15
116,16,150,200,281,12,3,direct,15
116,17,150,200,260,12,3,direct,15
116,18,150,200,13,12,3,direct,15
116,19,150,200,275,12,3,direct,15
116,20,150,200,106,12,3,direct,15
116,21,150,200,155,12,3,direct,15
116,22,150,200,233,12,3,direct,15
116,23,150,200,12,12,3,direct,15
116,24,150,200,167,12,3,direct,15
116,25,150,200,146,12,3,direct,15
116,26,150,200,87,12,3,direct,15
116,27,150,200,180,12,3,direct,15
116,28,150,200,188,12,3,direct,15
116,29,150,200,77,12,3,direct,15
116,30,150,200,80,12,3,direct,15
120,16,140,110,281,12,3,direct,15
120,17,140,120,260,12,3,direct,15
120,18,100,130,13,12,3,direct,15
120,19,140,100,275,12,3,direct,15
120,20,100,100,106,12,3,direct,15
120,21,130,100,155,12,3,direct,15
120,22,140,90,233,12,3,direct,15
120,23,100,110,12,12,3,direct,15
120,24,130,100,167,12,3,direct,15
120,25,100,100,146,12,3,direct,15
120,26,100,100,87,12,3,direct,15
120,27,140,100,180,12,3,direct,15
120,28,140,100,188,12,3,direct,15
120,29,100,100,77,12,3,direct,15
120,30,100,100,80,12,3,direct,15
